response;sexe;age;profession
"Le dispositif actuel , le ""tout répressif"" , est contre performant, le marché noir du cannabis  attire toujours plus de jeunes  souvent adolescents à la recherche d'aventures et d'argent contre l'ordre établi, le trafic est juteux pour les plus malins ou les plus violents.";Une femme;65 à 74 ans;Cadres et professions intellectuelles supérieures
Marché parallèle trop implanté, et impossible à contre carrer. Tous le monde pense que le cannabis est aussi dangereux que lalcool alors que lalcool est légal .. jai eu fait des centaines de soirées, raves, mondaine, familiales, cest courant dans toutes la catégories sociales;Un homme;30 à 39 ans;Employés
La prohibition ne fait qu'augmenter la violence des trafiquants. Ils sont prêt à prendre plus de risques pour maintenir leurs parts de marchés du trafic. Les produits sont aussi coupés, pour assurer un meilleur rendement et donc plus mauvais pour la santé des consommateurs;Une femme;30 à 39 ans;Cadres et professions intellectuelles supérieures
Répression s'est assouplie et c'est bien mieux comme ça. Je pense qu'il est temps d'encadrer le marché du cannabis récréatif en France, marché de plusieurs dizaines voire centaines de millions d'euros, avec les emplois qui vont avec et la redynamisation de certains espaces délaissés.;Un homme;18 à 29 ans;Cadres et professions intellectuelles supérieures
Non, au contraire. C'est parce que le cannabis n'est pas légal en France qu'il y a autant de trafic. Si il était légal, il y aurait moins de trafic illégaux et plus d'acheteurs en magasin/pharmacie et de ce fait la vente serait mieux contrôlé.;Je ne souhaite pas répondre;18 à 29 ans;Employés
Bien évidement que les services de police limitent le trafic, mais legaliser le cannabis ne serait pas un poids en moins pour les autorités, puis la valeur du cannabis en prendrait un coup et létat pourrait récupérer ce quil perd depuis toujours... largent .;Un homme;18 à 29 ans;Employés
Le dispositif actuel pourrait être réorganisé pour lutter plus efficacement contre les trafics de drogue dure (héroïne, cocaïne, extasie, méthamphétamine, crack, etc... qui ont déjà envahi tout les niveaux sociaux de notre société. Le cannabis récréatif ne me semble pas représenter un tel danger.;Je ne souhaite pas répondre;50 à 64 ans;Artisans, commerçants et chefs d'entreprises
"lamende pour usage ou détention de stupéfiants ne sert à rien, la consommation en France na pas changé, regardez les chiffres.
Même en Israël, Thaïlande, USA les lois changent et autorise le cannabis, pourquoi en France nous avons toujours des vingtaines dannées de retard?";Un homme;30 à 39 ans;Employés
Au contraire, il n'y a pas meilleur moyen de limiter le trafic que de le rendre légal. Cela force un contrôle qualité, un contrôle des coûts, une maîtrise de sa circulation car il passe par une société et non plus sur le marché noir.;Un homme;18 à 29 ans;Cadres et professions intellectuelles supérieures
"Puisqu'on parle ici d'économie souterraine, il me semble difficile de pouvoir évaluer l'impacte de la politique actuelle sur le trafic de drogues et ses réseaux.
Toujours est-il que la marchandise ne semble pas manquer pour les consommateurs Français qui son parmis les premiers d'europe.";Un homme;30 à 39 ans;Artisans, commerçants et chefs d'entreprises
On parle de centaines tonnes qui passent les frontières chaque année, donc autant dire que c'est complètement inefficace.  Je me demande même si ceux qui se font arrêter le sont sur dénonciation de leurs concurrents ou si il s'agit d'un fruit du hasard ?;Je ne souhaite pas répondre;30 à 39 ans;Autres personnes sans activité professionnelle
"En fait, les trafics sont une réponse économique à une crise de ségrégation urbaine et de chômage de masse lié à la stigmatisation de certains. Ce n'est donc pas cela qui permettra d'arrêter les trafics, ça augmente juste les risques pour les ""petits"" trafiquants.";Un homme;30 à 39 ans;Cadres et professions intellectuelles supérieures
Les moyens mis en oeuvres, comme les contrôles aux frontières, ne sont pas assez efficaces. Plus de moyens pour détecter la présence de cannabis seraient plus efficaces, mais ce serait un perte d'argent à mon sens, au vu de la relative inoffensivité du produit.;Une femme;30 à 39 ans;Cadres et professions intellectuelles supérieures
"Si vous demandez cest que vous même nêtes pas convaincu. 
Non car quand la queue du lézard et coupée elle repousse très vite ! Ce qui est un problème ! Les consommateurs naime pas alimenter le trafic ! Ils veulent juste consommer tranquillement !";Un homme;18 à 29 ans;Cadres et professions intellectuelles supérieures
Encore une fois les données parlent d'elles-mêmes. Une partie importante de l'activité policière (environ 20%) est consacrée à la répression du cannabis, mais les chiffres de consommation du cannabis montrent que la consommation augmente. Le dispositif actuel est donc peu efficace contre les trafics.;Je ne souhaite pas répondre;18 à 29 ans;Cadres et professions intellectuelles supérieures
"Continuer a l'interdire entraîne beaucoup de trafique ce qui leur permet de le vendre plus cher et d'investir dans du traffic bcp plus dangereux drogue dure voiture de course armes terrorisme prostitution ...
Dépénaliser le produit de base un coup dur pour leur portefeuille";Un homme;30 à 39 ans;Professions intermédiaires
Le seul moyen de porter un coup aux trafiquants serait que l'état prenne en charge la production, la distribution et la vente du cannabis, pour que les consommateurs puissent se fournir légalement, et avoir un produit contrôlé, pour ne plus avoir besoin des dealers.;Un homme;18 à 29 ans;Ouvriers
"Je pense que les autorités et les politiques ont et auront toujours un train de retard quant au système et aux moyens de réaliser ces trafics. Il est impossible de les abolir. 
En revanche, cela peut être efficace sur les gros trafics de grossistes.";Un homme;18 à 29 ans;Autres personnes sans activité professionnelle
C'est justement ce qui permet les trafics de manière exponentielle. Mais bien sûr, s'il est légalisé alors il faudra penser à comment les personnes qui se rémunèrent par la trafic vont vivre. L'économie souterraine permet aux personnes en situation de grande précarité de vivre.;Une femme;18 à 29 ans;Cadres et professions intellectuelles supérieures
Il me paraît impossible de lutter efficacement contre le trafic sans déployer des moyens absurdes par rapport à la nécessité de mettre fin à ces trafics. Une légalisation mettrait naturellement les traficantes au chômage, grâce au développement d'entreprises spécialisées offrant des meilleurs services, produits...;Un homme;18 à 29 ans;Autres personnes sans activité professionnelle
Non les trafics ne sont pas ralentis puisque que la politique est de démanteler les réseaux de ventes avec des sanctions lourdes mais des sanctions très légères pour les simples consommateurs, donc les clients ne manques pas puisque le risque est « minime ».;Un homme;18 à 29 ans;Autres personnes sans activité professionnelle
"Absolument pas je peux me lever à 6h du matin et trouver dans les 30min ce qu'il me faudrait.
Acheter sans me soucier de quoi que soit et même fumer à l'extérieur dans la rue sans aucun problèmes et cela même en pleine journée";Un homme;30 à 39 ans;Employés
Le trafic de cannabis saccentue de jour en jour et parfois le cannabis peut être de très mauvaise qualité hors si la vente était contrôler par létat dans des coffee shop cela éviterait énormément de mauvaise chose lié à du cannabis de mauvaise qualité;Un homme;18 à 29 ans;Employés
Comme sur la réponse d'avant je pense que la répression et trop importante et comme tout humain l'interdit attire je pense que le mieux pour que le trafic se calme sois de légalisé car si c'est légal plus besoin de trafic pour en consommer;Une femme;18 à 29 ans;Employés
400 caractères c'est top peu.. Mais en résumé: d'abord pour les raisons énoncées  dans ma réponse précédente et puis aussi, je pense que le traffic profite à certains hauts fonctionnaires (financièrement bien entendu). ça n'engage que moi et je ne vise personne en particulier.;Un homme;30 à 39 ans;Artisans, commerçants et chefs d'entreprises
Le dispositif actuel se concentre bien trop sur les dealeurs de cannabis alors quil y a des drogues bien plus dangereuses disponibles sur le marché noir, dépénaliser le cannabis cest aussi soulager le système judiciaire français pour se concentrer sur des faits plus grave.;Une femme;18 à 29 ans;Autres personnes sans activité professionnelle
"Le pourcentage du trafic connu et maîtrisé par les services de police est infime. Des milliers de français consomment aujourdhui quotidiennement du cannabis. 
La sanction censée être appliquée lors de larrestation en possession de cannabis nest quasiment jamais exécutée, elle ne fait plus peur.";Un homme;18 à 29 ans;Artisans, commerçants et chefs d'entreprises
La consommation de cannabis étant important, l'offre continuera d'exister. Le seul moyen pour l'offre d'exister est le marché noir. Par ailleurs la répression pousse certainement les trafiquants à renforcer leurs outils pour échapper à la police (donc augmentation de la violence, de l'opacité, etc);Un homme;30 à 39 ans;Professions intermédiaires
Si c étais efficace il y aurait moins de traffic hors ça augmente ..donc inefficace ..on se trompe de guerre tous ces budgets faramineux mis en action pour la lutte contre le cannabis pourrait être utilisé à la culture l éducation la santé ..;Un homme;30 à 39 ans;Professions intermédiaires
Les policiers ont trop les mains liées le moindre jeune qui prend un mauvais coup c'est tout de suite les policiers qui subissent la sanction comment voulez vous qu'il fasse leur boulot en face ils savent qu'ils sont soutenue par la lacheté des politiciens;Un homme;50 à 64 ans;Retraités
Comme dit à la réponse précédente, la manne  financière que représente ce trafic est trop importante pour que cela puisse le réduire, on peut prendre pour preuve la consommation des français qui est extrêmement forte et qui provient pour l'immense majorité du dit trafic.;Un homme;18 à 29 ans;Employés
Je pense que les forces de police font un travail relativement efficace mais que les trafics à grande échelle (approvisionnant les plus petits) ne sont pas assez réprimés pour qu'on puisse réellement palper l'efficacité. Le résultat reste le même, la marchandise est facile d'accès.;Un homme;18 à 29 ans;Autres personnes sans activité professionnelle
Légaliser le cannabis serait un meilleur moyen d'en contrôler sa gestion. Actuellement, il y a aucune information sur le cannabis et son traitement apaisant/psychotrope. En le legalisant, en contrôlant sa gestion, on peut agir sur la consommation. Tant qu'il est illégal, ce sera impossible.;Une femme;18 à 29 ans;Cadres et professions intellectuelles supérieures
Hypocrisie de s en prendre aux petits consommateurs et petits revendeurs alors que personne ne s avance sur les véritables réseaux et terrains  mafieux qui eux sont vraiment malsain et dangereux . Impliquant des drogues plus dangereuses que le cannabis voir des armes ..;Je ne souhaite pas répondre;30 à 39 ans;Artisans, commerçants et chefs d'entreprises
Seule la légalisation peux convertir les jeunes de cité vers du légal ( ouverture de commerces physiques et en ligne). Pour le marché noir, sans client = pas de rentrée d'argent. Quelle solution s'offrent à ces populations qui dépendent de cela pour survivre ?;Un homme;18 à 29 ans;Cadres et professions intellectuelles supérieures
Non interdire le cannabis sans informé ne sert à rien et la répression se faisant surtout sur les petits consommateurs et non sur les dealer n'est pour moi pas efficace, le manque d'information est aussi un problème du fait de l'interdiction de cette substance;Une femme;18 à 29 ans;Employés
De même que le tout répression ne fonctionne pas, chasser les consommateurs pour une tête ou une boulette est non seulement ridicule, mais également injuste car le consommateur nest pas celui qui profite et participe aux réseaux criminel. Bien au contraire, il les subit.;Un homme;30 à 39 ans;Cadres et professions intellectuelles supérieures
"Il y a 50 ans , les trafiquants était déjà bien organisé,ils le sont sans doute encore mieux aujourd'hui !
Et cela rapporte tellement d'argent qu' un ( petit ) prélèvement serait mieux dans les caisses de l'Etat même si la consommation devait diminué";Un homme;75 ans et plus;Retraités
"Les trafics sont omniprésents à petite et grande échelle. Le fait que ce soit illégal empêche la protection des ""petites mains"" et renforce la violence entre organisation illégales (bandes rivales). Les trafics ne sont pas surveillés et donc mettent en danger les personnes impliquées.";Une femme;18 à 29 ans;Autres personnes sans activité professionnelle
L'interdiction créé le marché illicite. La demande est là de toute manière, avec une dépendance + Sentiment de rejet par la condamnation de la consommation, la répression n'est pas crainte et le marché est capté par des réseaux ne la craignant pas non plus.;Un homme;18 à 29 ans;Cadres et professions intellectuelles supérieures
Non parce que ce système n'est pas entièrement entre les mains de l'état, en voulant acheter la paix dans certains quartiers, l'état achète aussi des réseaux organisés qui ont le monopole, et visent uniquement le profit sans se soucier de la qualité des produits.;Un homme;18 à 29 ans;Cadres et professions intellectuelles supérieures
Les chiffres des saisies parlent d'eux même. La lute contre le trafic est illusoire et conteuse, un combat à la Don Quichotte. Il est temps de créer un réseau légal de distribution. D'autres pays l'ont bien compris et damment le pion à la France.;Un homme;40 à 49 ans;Professions intermédiaires
Selon moi, le dispositif actuel renforce et rend plus violent les trafics. à l'instar de la prohibition aux Etats-Unis, le statut de substance illégale alimente des organisations mafieuses plutôt que de rapporter de l'argent à l'état au même titre que l'alcool ou le tabac.;Un homme;18 à 29 ans;Cadres et professions intellectuelles supérieures
"La lutte contre les trafics mobilisent beaucoup de ressources policières et judiciaires
Les réseaux continuent de se développer, avec une sorte d'acceptation de la population car le cannabis a une image cool et peu dangereuse.
Image renforcée par la culture (spectacle, humour, musique, cinéma)";Un homme;40 à 49 ans;Cadres et professions intellectuelles supérieures
Non, le travail judiciaire se concentre avant tout sur les consommateurs/petits traficants. C'est du moins ce que la communication officielle laisse entendre lorsque l'on voit les comptes twitter de différentes préfectures se féliciter de la saisie de quantités minimes de cannabis (inférieures à 50g).;Un homme;18 à 29 ans;Autres personnes sans activité professionnelle
La France présente certaines zones de non droit dans son territoire où la police ne peut pas exercer correctement. Vous imaginez bien qu'il est très aisé de se procurer du cannabis. On observe même une uberisation de sa livraison avec des livraisons à domicile.;Un homme;18 à 29 ans;Artisans, commerçants et chefs d'entreprises
A l'évidence le cadre légal actuel ne lutte pas contre les trafics. La réponse répressive est certainement une des principales source de création des réseaux criminels, puisque qu'elle interdit d'exercer l'activité légalement. L'activité étant l'inélastique à la réponse répressive, il faut changer de stratégie;Un homme;30 à 39 ans;Cadres et professions intellectuelles supérieures
Ya que les petit consommateur qui prennent des poursuite et amendes alors su'ils ont pas forcément beaucoup d'argent et peuvent ce faire avoir par des dealer peu scrupuleuxet jamais les dealer et encore moins les grossiste ce fond prendre et ce fond énormément d'argents.;Un homme;30 à 39 ans;Autres personnes sans activité professionnelle
Le dispositif actuel n'est pas opérationnel sur le plan sécuritaire et contribue à renforcer les trafics à ciel ouvert, au détriment des riverains. Le principe de l'amende forfaitaire me semble également inapplicable pour les forces de l'ordre, déjà mobilisées sur de nombreux autres fronts.;Un homme;40 à 49 ans;Cadres et professions intellectuelles supérieures
Interdire le cannabis rend hors la lois des millions de personnes et les pousse à cottoyer des délinquants qui les amènent à essayer puis prendre des drogues addictives qui feront de certains des drogués dépendants, des malades ayant de plus un coup social important.;Un homme;65 à 74 ans;Retraités
non on ne peut pas mettre un flic derrière chaque consommateur et revendeur, certaines banlieues deviennent des places de non droit ou la justice n'intervient plus et ne sanctionne plus. attention c'est la justice et non la police qui pose problème à ce jour;Un homme;50 à 64 ans;Artisans, commerçants et chefs d'entreprises
C'est clairement une complaisance/une sorte de pacte social entre l'état et les dealers qui a lieu : laisser certaines zones où on sait que ça trafique mais empêcher le trafic de se développer partout. Certaines populations n'ont que (ou presque) le deal comme avenir.;Un homme;18 à 29 ans;Cadres et professions intellectuelles supérieures
Tant qu'il n'y aura pas de solution légale de vente et de contrôle, les trafics continueront, pour la simple raison que le cannabis entraine une addiction chez beaucoup de personnes, qui chercheront toujours à se fournir en cannabis, quelles que soient les peines encourues.;Une femme;18 à 29 ans;Autres personnes sans activité professionnelle
Si le dispositif actuel de répression de la consommation de cannabis fonctionnait on aurait pas 115T saisies par an et un marché qui tourne toujours autant, ça n'as aucun sens. C'est dur d'assumer qu'on s'est trompé mais il va bien falloir sur le coup.;Un homme;18 à 29 ans;Autres personnes sans activité professionnelle
La lutte contre les stupéfiants en France n'a jamais correctement articulé les volets répressifs, médico-sociaux (pourquoi a-t-on recours à ce type de substances depuis la nuit des temps et comment y renoncer), économique et social (économie souterraine permettant à certains territoires de survivre) ...;Un homme;40 à 49 ans;Professions intermédiaires
Le trafic se fait toujours, malgré les douanes, malgré les saisies et malgré les agents sur place pour stopper les revendeurs ou les acheteurs. Encore une fois, si c'était légalisé, la consommation et la vente seraient mieux encadrées et cela limiterait les deals sauvages.;Une femme;30 à 39 ans;Employés
Non pas du tout.  Vu l'illégalité du produit, les méthode des forces de l'ordre ne cible pas les bonnes personnes et ne permet pas au circuit du trafic de s'interrompre. Rendre légal ce produit permettrait de connaitre le circuit ainsi que la composition excate.;Un homme;18 à 29 ans;Employés
on voit que dans les pays ou ses restrictions sont enlevé, on remarque une baisse de consommation globale, par contre a mon avis ca concernerait seulement les consommateurs occasionnels, et pas les réguliers, qui eux garderont leur même consommation ( voir elle augmenterait ).;Un homme;18 à 29 ans;Employés
Je ne suis pas un expert de la question, mais visiblement le trafic ne paraît pas se tarir. Je suis favorable à la dépénalisation pour sortir cette drogue de la clandestinité : c'est surtout qui permettra de lutter contre le trafic à mes yeux;Un homme;30 à 39 ans;Cadres et professions intellectuelles supérieures
"La lutte contre les stupéfiants obeït à la même dynamique que la guerre : 
- L'apparition d'une nouvelle arme entraine l'apparition de parades ou de solutions de contournement. 

Or la guerre à l'avantage d'avoir un cadre nettement plus ""libre"" quant à l'exercice des méthodes.";Un homme;30 à 39 ans;Cadres et professions intellectuelles supérieures
il a été démontré toujours par l'OMS que la répression ne faisait que rendre le trafique et les trafiquants plus violents. Dans la guerre contre les narcotrafiquants en Colombie au début de l'opération 9 régions cultivaient la coca et à la fin 22 régions.;Un homme;50 à 64 ans;Artisans, commerçants et chefs d'entreprises
L'état devrait contrôler la production et la vente de la même manière que le tabac, créer des emplois et beaucoup d'argent pour combler les dettes de l'état, tout en enrayant totalement le marché noir.  Mieux vaut acheter légalement un produit de qualité que l'inverse;Un homme;30 à 39 ans;Artisans, commerçants et chefs d'entreprises
Le trafic dépend de la consommation, la consommation dépend de la promotion. Le phénomène est maintenant impossible à enrayer, le cannabis fait partie de la culture Française, lÉtat doit donc prendre ses responsabilités et proposer une solution non répressive et adaptée à notre époque.;Un homme;18 à 29 ans;Ouvriers
Aujourdhui le marché de la drogue est très facilement accessible de part les réseaux sociaux. Nimporte qui peut se lancer dans ce business (très) lucratif seul ou accompagné. De plus les consommateurs sont de plus en plus nombreux et de plus en plus jeunes.;Une femme;18 à 29 ans;Autres personnes sans activité professionnelle
Les traffics seront forcément amoindri si on peut acheter cette substance en toute légalité dans des lieux spécialisé. De plus la qualité sera certainement plus controlé . il y aura moins de buisness au black , moins d'agression et donc moins de delinquance .;Un homme;30 à 39 ans;Autres personnes sans activité professionnelle
La France est aujourd'hui le pays dEurope avec le plus grand nombre de consommateur. Ceci malgré l'une des politiques les plus répressive d'Europe. Le statuts Illicite de cette drogue limite très fortement la communication des risques (et des effets pharmacologies utiles) de cette substance.;Un homme;18 à 29 ans;Cadres et professions intellectuelles supérieures
"Le trafic de cannabis, et de drogue en général, génère beaucoup trop d'argent pour être inquiété par la répression.
Au contraire, le fait même que ce trafic soit illégal profite à ses auteurs.
Les prisons sont surchargées en partie à cause de cette répression.";Un homme;18 à 29 ans;Cadres et professions intellectuelles supérieures
vu l'ampleur des réseaux (internationaux),  ce que cela engendre comme trafics parallèles d'argent, d'armes,et autres,  de détérioration de certains territoires, le gâchis humains etc.....d'engorgement des tribunaux, de surpopulation carcérale, il y aurait tant à ajouter quels dispositifs  pourraient arrêter ces trafics, c'est tellement énorme.;Une femme;65 à 74 ans;Retraités
Je pense justement que le dispositif actuel renforce les trafics car ils forcent les gens à se nourrir via un marché noir. Le dispositif actuel donne juste lieu a des guerre entre police et trafiquant et cela impact la vie de beaucoup de gens.;Un homme;18 à 29 ans;Autres personnes sans activité professionnelle
la répression relative au trafic, bien que pouvant être utile concernant des drogues dangereuses (ie médicaments vendus en pharmacie, tabac, alcool, cocaine, heroine...), nest pas efficace,  le vivier de trafiquant potentiel étant inextinguible car il sagit dune opportunité économique quils nauront nul par ailleurs;Un homme;30 à 39 ans;Cadres et professions intellectuelles supérieures
Il y aura toujours un marché illegal, il est impossible de le réprimer entièrement, et certains trafics sont plus néfastes que d'autres. On ne peut pas comparer le trafic de cannabis à celui de la cocaïne par exemple car ce sont des clients différents.;Un homme;18 à 29 ans;Cadres et professions intellectuelles supérieures
On sait très bien qu'ils en laissent passer, pour récupérer du fric... donc non il est complètement inutile, de plus l'état pourrait profitez de plus de bénéfices si il se décide dans les année 2000.... comme d'habitude on as toujours 50 ans de retard...;Un homme;18 à 29 ans;Artisans, commerçants et chefs d'entreprises
Non , la france est le premier consommateur européen de cannanis, ça nempêche pas le cannabis dêtre relativement accessible et ça nempêche pas le consommateur de consommer, dautant plus quune législation criminalisant le consommateur nest pas dissuasive mais pousse les addicts à se cacher;Une femme;18 à 29 ans;Cadres et professions intellectuelles supérieures
"Du trafic, il y en aura toujours !que ce soit pour le cannabis et autres stupéfiants, ou également les vêtements, l'alcool....
Ce n'est pas en punissant les consommateurs que les trafics s' arrêteront ,et tant qu il y aura des zones de non droits.";Un homme;40 à 49 ans;Employés
"Un kilo saisi = 5 à 10 kilos qui arrivent sur le marché
Et à part les chiffres qui font jolis dans les journaux, le gouvernement a t il réellement envie de priver les lieux de trafic de revenus issus de ce trafic ?";Un homme;50 à 64 ans;Employés
Cela fait des dizaines et des dizaines d'années que dans le monde entier la répression n'a pas donné de réponses satisfaisantes aux problèmes de trafics , les causes des trafics sont multiples, il y faut trouver des réponses nouvelles de fond, intelligentes et courageuses;Une femme;65 à 74 ans;Retraités
"Le dispositif actuel vise le consommateur et non le dealer, le problème commence ici, en légalisant le cannabis récréatif et thérapeutique le marché noir prendra une forte chute ! 
L'interdiction ne fonctionne pas on le voit bien en France, pays des plus jeunes consommateurs!";Un homme;18 à 29 ans;Employés
Plus un trafic est juteux, plus il se développe. Il va d'ailleurs jusqu'à être pratiqué par ceux qui sont censés le combattre (les policiers). De plus, il est la porte ouverte à d'autres trafics beaucoup moins anodins que le fait de fumer quelques joints.;Une femme;50 à 64 ans;Professions intermédiaires
la consommation est illégale et la France est un pays consommateur, preuve que le trafic subsiste. Les trafics polluent les cités et les endroits de deals, créant des zones de non droit, dangereuses non seulement pour les habitants mais aussi les forces de l'ordre.;Un homme;30 à 39 ans;Cadres et professions intellectuelles supérieures
Les quartiers sensibles sont certaines fois des zones de non droit ou la police a beaucoup de mal à intervenir ( mauvaises connaissances des lieux, guetteurs mis en place, envahissement des halls d immeuble avec une population apeurée et non écoutée par les administrations);Un homme;30 à 39 ans;Employés
La mise en place dun réseau de vente contrôlé de la qualité des produits permettrais un meilleur regard et surtout une meilleure securité pour les utilisateurs. Les produits peuvent être additionnés dadditifs dangereux afin den augmenter le poids et donc le prix de vente.;Un homme;30 à 39 ans;Artisans, commerçants et chefs d'entreprises
Le jeu du chat et la souris entre criminelle et FDO n'aboutira a rien, si ce n'est a plus de violence et de souffrance. La repression mise en place et observe aurjoud'hui, et les exemples du passe (prohibition de l'alcool par exemple) le demontre.;Un homme;18 à 29 ans;Cadres et professions intellectuelles supérieures
Non je ne pense pas,  mais avons nous les moyens de le rendre plus efficace face à ces énormes réseaux internationaux ? Où ne vaudrait il pas mieux de réfléchir à dautres approches que la répression de la consommation pour endiguer les trafics ?;Un homme;18 à 29 ans;Employés
Rentrer dans n'importe quelle cité, allez dans n'importe quelle université / école, vous trouverez du cannabis dont personne ne connait la provenance. Non seulement le dispositif actuel est inefficace mais il monopolise également des forces de police qui pourraient être bien plus utiles ailleurs.;Un homme;30 à 39 ans;Cadres et professions intellectuelles supérieures
Les trafics de cannabis sont présents uniquement parce que le cannabis en France est illégal. Y a-t-il du trafic de grande ampleur d'alcool en France ? Si, aujourd'hui, nous légalisions le cannabis, les trafics s'éteindraient rapidement au profit des solutions légales mises en place.;Un homme;18 à 29 ans;Cadres et professions intellectuelles supérieures
Le meilleur moyen de limiter ce trafic ne serait-il pas de le priver de son objet ? La prohibition du cannabis, aussi inefficace soit elle a conduit au développement de trafics... Je ne penses pas nécessaire de développer d'avantage, la conclusion vous la connaissez.;Une femme;18 à 29 ans;Cadres et professions intellectuelles supérieures
Les quartiers Nord de Marseille sont un supermarché de produits illicites. Tout marseillais peut aller faire ses courses, cest très organisé et les forces de lordre sont au courant. La légalisation permettrait de légitimer une activité qui aujourdhui est aux mains du crime organisé.;Un homme;40 à 49 ans;Employés
Lutter contre les consommateurs en les pénalisant ne lutte pas contre les trafics. Légaliser complètement le cannabis en permettant la création de cultures contrôlées et de commerces agrées permettrait de pénaliser les trafiquants tout en créant de l'emploi et des taxes sur le produit.;Un homme;18 à 29 ans;Artisans, commerçants et chefs d'entreprises
"Je ne connais pas les mécanismes de lutte contre le trafic en dehors du travail des forces de l'ordre auprès du public.
Malgré cela, je constate qu'il est toujours facile de se procurer du cannabis, je pense donc que le dispositif actuel est inefficace.";Un homme;40 à 49 ans;Cadres et professions intellectuelles supérieures
A lépoque quand il y a eu la prohibition, des trafiquants dalcool ont pointer leur nez.... il y aura toujours du trafic, légalisé ou ne serait ce que dépénaliser, permettrait de réduire le trafic puisque les gens nauront plus à se planquer pour consommer.;Une femme;30 à 39 ans;Employés
Comment avoir les yeux partout et tous le temps. La priorité est au renforcement de la formation des policiers pour réduire les bavures, le racisme et la violence systémique. Jouer aux chats et à la souris avec des petits délinquants n'a pas de sens.;Une femme;18 à 29 ans;Artisans, commerçants et chefs d'entreprises
Peu importe les moyens de répression mis en place (en France où dans d'autres pays du monde), la consommation de produits stupéfiants continuera. Au lieu de laisser le marché aux groupes criminels, l'état devrait le gérer afin de leur couper l'herbe sous le pied.;Un homme;30 à 39 ans;Cadres et professions intellectuelles supérieures
Les réseaux se réorganisent sans cesse, il me parait difficile de lutter contre. D'autant plus que les consommateurs s'organisent entre-eux si les réseaux de crime organisé ne répondent pas à la demande. En d'autres termes, les initiatives privées comblent les maillages des réseaux organisés.;Je ne souhaite pas répondre;30 à 39 ans;Employés
Ils les encourages plus qu'autre chose. Encore une fois personne n'est dupe. Qui dis trafic, dis organisation, dis mafia, dis pots-de-vin. C'est pas dans la population qu'il faut faire le ménage. Sortez les dealers de prisons ça fera de la place pour les corrompus.;Un homme;18 à 29 ans;Employés
Ne connaissant pas les chiffres des saisies effectuées par nos services de douanes ou de p9lices locales, je ne puis mexprimer de manière précise quand à lefficacité du dispositif actuel. Cependant, comme dit lors de la précédente question, le trafic nest pas pleinement réfreiné.;Un homme;18 à 29 ans;Autres personnes sans activité professionnelle
Le dispositif actuel de répression ne fait qu'augmenter la consommation de la même manière que la prohibition de l'alcool a fait augmenter la consommation et diminuer la qualité des produits tout en renforçant les mafias. Donc il n'a aucune utilité ni aucun effet positif;Un homme;40 à 49 ans;Cadres et professions intellectuelles supérieures
C'est le consommateur qu'y est le plus victime de cette politique de répression et non les réseaux, qui sont quand à eux bien organisé est comme protégé dans un but assez flou, pourquoi ? Économiquement faut-il créer une économie parallèle pour renforcer le capital,?;Un homme;30 à 39 ans;Artisans, commerçants et chefs d'entreprises
Bien au contraire ! Le dispositif actuel INCITE les trafics de marchandises non contrôlées et dangereuses pour la santé de la jeunesse. Ce dispositif, plusieurs enquêtes l'ont prouvé, génèrent une économie souterraine en milliards d'euros qui, on le sait, finance criminalité et terrorisme. Notamment.;Un homme;40 à 49 ans;Cadres et professions intellectuelles supérieures
Nous devons accompagner les plus jeunes afin de les sensibiliser aux très nombreux dangers des drogues et y compris des dangers avérés du cannabis. La sensibilisation et l'information vraies, sans biaisage, est une arme puissante pour l'édification des populations  quand aux dangers du cannabis;Un homme;50 à 64 ans;Artisans, commerçants et chefs d'entreprises
J'imagine.  Je pense bien que les policiers connaissent leur job et quils font leur maximum pour lutter contre le traffic de drogue (meme si je pense aussi quil y a beaucoup de corruption et que certains politiques touchent de l argent sur ces traffics);Une femme;30 à 39 ans;Employés
En france le cannabis est depuis bien trop dans le quotidien de nombreux français, le dispositif actuel qui permet de lutter contre les trafics réduit qu'une infime partie du trafic, alors qu'une légalisation du cannabis et une campagne de prévention réduirais fortement le trafic;Un homme;18 à 29 ans;Autres personnes sans activité professionnelle
Si le dispositif répressif et la ridicule culture du chiffre, en place et intensifiés d'année en année permettaient de lutter contre les trafics et la culture du shit, pensez-vous vraiment qu'il y aurait encore des trafiquants et des morts à cause des trafics ?;Un homme;30 à 39 ans;Cadres et professions intellectuelles supérieures
Les capacités de cette industrie sont sous estimées. Il sagit dune réelle organisation internationale structurée, certes les saisies se multiplient mais la circulation de produits reste intense, ce qui prouve bien quil ne sagit que dune infime partie qui est perdue pour ces réseaux.;Un homme;18 à 29 ans;Cadres et professions intellectuelles supérieures
Le cannabis est consommé par des milliers de gens, dont les profits alimentent des réseaux vastes et coûte une fortune en frais policiers et judiciaires. Pourquoi ne pas inverser la balance en faisait des revenus fiscaux qui pourraient retourner au budget de la police.;Un homme;18 à 29 ans;Cadres et professions intellectuelles supérieures
Même si le trafic est conséquent et que nous sommes loin de l'arrêter, il faut remarquer que la répression permet de faire comprendre à chacun (principalement les jeunes, particulièrement sensibles aux dangers des addictions) que le cannabis est dangereux et qu'il faut s'en préserver.;Un homme;18 à 29 ans;Autres personnes sans activité professionnelle
